Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total Sale,Sold out?,Sold out time
1259,4010,0.131,0.052,0.064,0.083,0.071,0.069,0.041,0.040,0.010,0.006,0.048,0.079,0.005,0.006,0.042,0.023,0.035,0.035,0.049,0.049,0.027,0.022,0.005,0.001,0.991,0,
1260,3476,0.110,0.040,0.060,0.075,0.061,0.005,0.034,0.037,0.033,0.058,0.023,0.055,0.079,0.069,0.029,0.044,0.020,0.039,0.032,0.023,0.042,0.028,0.000,0.000,1.000,1,
1261,2748,0.102,0.043,0.006,0.032,0.024,0.063,0.062,0.042,0.027,0.081,0.065,0.022,0.083,0.049,0.026,0.048,0.028,0.043,0.048,0.033,0.033,0.024,0.010,0.000,0.996,0,
1262,6250,0.118,0.059,0.059,0.051,0.034,0.073,0.063,0.002,0.045,0.067,0.073,0.061,0.048,0.048,0.047,0.038,0.031,0.042,0.004,0.029,0.007,0.000,0.000,0.000,1.000,1,
1263,3258,0.127,0.012,0.016,0.046,0.049,0.054,0.077,0.067,0.022,0.010,0.032,0.010,0.000,0.015,0.040,0.049,0.041,0.028,0.013,0.004,0.034,0.039,0.006,0.022,0.815,0,
1264,4973,0.145,0.038,0.010,0.005,0.006,0.054,0.056,0.066,0.008,0.038,0.017,0.059,0.003,0.071,0.049,0.023,0.034,0.050,0.038,0.033,0.001,0.019,0.029,0.045,0.896,0,
1265,4860,0.135,0.076,0.051,0.080,0.078,0.014,0.072,0.058,0.008,0.054,0.063,0.071,0.029,0.134,0.039,0.025,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1266,3135,0.115,0.043,0.043,0.013,0.028,0.067,0.047,0.019,0.049,0.009,0.070,0.063,0.009,0.070,0.035,0.024,0.045,0.043,0.007,0.021,0.044,0.019,0.022,0.050,0.955,0,
1267,5149,0.104,0.065,0.010,0.044,0.034,0.001,0.002,0.044,0.074,0.034,0.048,0.021,0.008,0.043,0.044,0.042,0.041,0.049,0.027,0.000,0.041,0.040,0.001,0.034,0.851,0,
1268,12560,0.112,0.017,0.043,0.032,0.037,0.018,0.012,0.024,0.011,0.053,0.074,0.054,0.040,0.095,0.022,0.027,0.041,0.031,0.014,0.018,0.044,0.004,0.025,0.017,0.864,0,
1269,3790,0.109,0.054,0.035,0.019,0.037,0.054,0.013,0.046,0.036,0.016,0.052,0.067,0.036,0.004,0.024,0.025,0.031,0.023,0.013,0.027,0.006,0.003,0.035,0.004,0.771,0,
1270,2962,0.106,0.032,0.065,0.046,0.007,0.045,0.027,0.031,0.049,0.075,0.059,0.024,0.045,0.127,0.024,0.021,0.028,0.030,0.006,0.041,0.015,0.021,0.010,0.023,0.955,0,
1271,4066,0.149,0.023,0.030,0.019,0.028,0.018,0.015,0.020,0.058,0.041,0.073,0.079,0.065,0.115,0.030,0.029,0.041,0.035,0.017,0.035,0.032,0.032,0.012,0.002,0.998,0,
1272,2933,0.140,0.018,0.043,0.053,0.072,0.060,0.043,0.003,0.078,0.073,0.058,0.030,0.019,0.007,0.029,0.042,0.031,0.045,0.047,0.037,0.003,0.002,0.041,0.026,1.000,0,
1273,3553,0.103,0.081,0.049,0.007,0.022,0.032,0.031,0.038,0.069,0.082,0.015,0.057,0.019,0.059,0.030,0.043,0.030,0.025,0.009,0.032,0.040,0.027,0.014,0.031,0.945,0,
1274,2938,0.105,0.079,0.041,0.059,0.004,0.053,0.055,0.050,0.052,0.079,0.064,0.055,0.006,0.014,0.020,0.026,0.025,0.039,0.042,0.016,0.046,0.001,0.043,0.010,0.985,0,
1275,5565,0.108,0.033,0.020,0.072,0.052,0.014,0.041,0.017,0.040,0.059,0.078,0.038,0.036,0.010,0.038,0.039,0.021,0.042,0.040,0.028,0.031,0.014,0.027,0.013,0.907,0,
1276,4775,0.123,0.080,0.007,0.069,0.014,0.010,0.073,0.018,0.075,0.023,0.017,0.018,0.055,0.058,0.050,0.029,0.038,0.039,0.039,0.018,0.035,0.031,0.017,0.044,0.981,0,
1277,2925,0.108,0.072,0.028,0.009,0.055,0.060,0.057,0.052,0.052,0.057,0.036,0.045,0.013,0.020,0.029,0.038,0.031,0.034,0.047,0.035,0.044,0.031,0.036,0.010,1.000,0,
1278,3401,0.120,0.034,0.027,0.061,0.047,0.052,0.080,0.028,0.042,0.022,0.014,0.077,0.013,0.011,0.041,0.029,0.024,0.034,0.012,0.016,0.014,0.032,0.014,0.048,0.889,0,
1279,3026,0.144,0.060,0.068,0.011,0.073,0.006,0.021,0.034,0.069,0.072,0.079,0.038,0.024,0.055,0.040,0.035,0.043,0.041,0.019,0.000,0.021,0.034,0.010,0.000,1.000,1,
1280,5433,0.106,0.023,0.062,0.014,0.016,0.053,0.065,0.030,0.071,0.056,0.049,0.007,0.033,0.072,0.047,0.043,0.026,0.022,0.024,0.040,0.015,0.008,0.011,0.016,0.910,0,
1281,4041,0.102,0.045,0.049,0.072,0.059,0.029,0.053,0.043,0.067,0.050,0.018,0.080,0.045,0.028,0.023,0.034,0.021,0.044,0.026,0.008,0.023,0.002,0.007,0.018,0.945,0,
1282,6362,0.104,0.060,0.001,0.063,0.000,0.073,0.065,0.058,0.012,0.022,0.071,0.001,0.059,0.015,0.036,0.034,0.050,0.049,0.013,0.032,0.036,0.049,0.032,0.003,0.936,0,
1283,4220,0.126,0.038,0.061,0.021,0.015,0.030,0.021,0.037,0.010,0.078,0.016,0.066,0.072,0.036,0.036,0.031,0.050,0.034,0.026,0.020,0.043,0.036,0.005,0.032,0.939,0,
1284,3422,0.102,0.033,0.036,0.002,0.079,0.007,0.070,0.073,0.052,0.025,0.000,0.081,0.061,0.070,0.022,0.023,0.043,0.046,0.026,0.022,0.043,0.046,0.028,0.000,0.990,0,
1285,4363,0.145,0.050,0.061,0.057,0.019,0.035,0.034,0.066,0.020,0.026,0.036,0.018,0.021,0.055,0.044,0.048,0.044,0.037,0.039,0.040,0.025,0.034,0.043,0.001,1.000,0,
1286,7436,0.142,0.018,0.053,0.076,0.036,0.082,0.048,0.062,0.072,0.045,0.046,0.019,0.013,0.032,0.021,0.039,0.039,0.033,0.021,0.005,0.010,0.025,0.015,0.023,0.975,0,
1287,5771,0.129,0.029,0.021,0.048,0.053,0.015,0.008,0.035,0.075,0.002,0.044,0.075,0.027,0.089,0.035,0.028,0.021,0.041,0.029,0.018,0.003,0.025,0.013,0.013,0.877,0,
1288,2713,0.108,0.047,0.067,0.000,0.007,0.026,0.024,0.074,0.083,0.040,0.000,0.017,0.011,0.130,0.021,0.029,0.037,0.041,0.034,0.025,0.010,0.034,0.035,0.049,0.949,0,
1289,22230,0.131,0.054,0.027,0.079,0.050,0.043,0.037,0.000,0.032,0.033,0.001,0.026,0.020,0.083,0.027,0.048,0.041,0.046,0.047,0.020,0.030,0.011,0.038,0.009,0.934,0,
1290,3520,0.142,0.003,0.047,0.071,0.047,0.022,0.050,0.023,0.025,0.078,0.022,0.071,0.044,0.065,0.047,0.021,0.046,0.043,0.047,0.015,0.018,0.004,0.013,0.000,0.964,0,
1291,5672,0.104,0.037,0.077,0.068,0.059,0.027,0.081,0.082,0.021,0.063,0.020,0.034,0.051,0.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1292,6209,0.146,0.035,0.067,0.040,0.002,0.047,0.081,0.051,0.032,0.028,0.024,0.001,0.023,0.063,0.049,0.032,0.022,0.022,0.023,0.004,0.040,0.007,0.046,0.010,0.893,0,
1293,5075,0.139,0.009,0.066,0.027,0.014,0.078,0.049,0.017,0.012,0.041,0.048,0.044,0.044,0.131,0.038,0.046,0.045,0.028,0.040,0.010,0.042,0.031,0.000,0.000,1.000,1,
1294,4063,0.147,0.052,0.025,0.074,0.050,0.052,0.059,0.048,0.064,0.002,0.002,0.008,0.051,0.101,0.045,0.040,0.028,0.037,0.007,0.022,0.015,0.011,0.041,0.021,1.000,0,
1295,3118,0.104,0.021,0.077,0.032,0.014,0.050,0.071,0.031,0.068,0.040,0.061,0.006,0.065,0.075,0.037,0.048,0.021,0.021,0.032,0.022,0.011,0.039,0.030,0.020,0.994,0,
1296,2978,0.126,0.020,0.082,0.044,0.006,0.037,0.046,0.081,0.074,0.016,0.021,0.076,0.038,0.123,0.035,0.038,0.034,0.028,0.036,0.013,0.002,0.010,0.013,0.000,1.000,1,
1297,3448,0.144,0.013,0.053,0.066,0.001,0.073,0.030,0.054,0.033,0.038,0.047,0.005,0.014,0.033,0.022,0.034,0.027,0.049,0.011,0.021,0.050,0.017,0.048,0.018,0.901,0,
1298,4480,0.113,0.055,0.039,0.005,0.050,0.044,0.075,0.028,0.057,0.023,0.050,0.066,0.023,0.010,0.021,0.038,0.025,0.039,0.013,0.017,0.029,0.005,0.039,0.043,0.906,0,
1299,3728,0.103,0.027,0.011,0.069,0.073,0.080,0.052,0.062,0.062,0.007,0.026,0.068,0.036,0.096,0.040,0.046,0.026,0.032,0.043,0.021,0.019,0.001,0.000,0.000,1.000,1,
1300,3177,0.140,0.013,0.074,0.003,0.023,0.071,0.082,0.047,0.000,0.045,0.019,0.057,0.072,0.025,0.044,0.022,0.037,0.025,0.007,0.049,0.012,0.018,0.020,0.003,0.909,0,
1301,6395,0.132,0.071,0.064,0.064,0.063,0.050,0.044,0.005,0.050,0.066,0.032,0.033,0.055,0.016,0.030,0.040,0.037,0.035,0.024,0.024,0.031,0.021,0.013,0.000,1.000,1,
1302,3950,0.136,0.068,0.020,0.033,0.068,0.078,0.042,0.070,0.070,0.039,0.076,0.000,0.021,0.045,0.032,0.033,0.025,0.024,0.019,0.015,0.032,0.011,0.015,0.019,0.992,0,
1303,3142,0.128,0.037,0.037,0.075,0.036,0.037,0.035,0.045,0.048,0.013,0.040,0.026,0.074,0.029,0.050,0.037,0.049,0.038,0.045,0.003,0.029,0.001,0.034,0.039,0.985,0,
1304,5420,0.123,0.070,0.049,0.033,0.014,0.036,0.051,0.076,0.036,0.004,0.022,0.066,0.041,0.024,0.037,0.034,0.037,0.041,0.002,0.001,0.011,0.026,0.019,0.043,0.897,0,
1305,4614,0.149,0.024,0.052,0.040,0.043,0.068,0.052,0.054,0.078,0.036,0.027,0.068,0.020,0.015,0.035,0.047,0.035,0.033,0.022,0.049,0.024,0.007,0.000,0.000,0.979,0,
1306,5120,0.104,0.001,0.070,0.010,0.022,0.076,0.013,0.043,0.051,0.077,0.052,0.044,0.071,0.096,0.044,0.041,0.039,0.044,0.021,0.035,0.021,0.025,0.000,0.000,1.000,1,
1307,7576,0.131,0.057,0.015,0.045,0.070,0.072,0.003,0.067,0.069,0.022,0.038,0.011,0.025,0.040,0.049,0.031,0.022,0.027,0.003,0.040,0.046,0.022,0.024,0.015,0.944,0,
1308,6760,0.138,0.053,0.078,0.071,0.029,0.026,0.060,0.018,0.018,0.074,0.012,0.023,0.067,0.029,0.023,0.029,0.032,0.043,0.031,0.004,0.034,0.042,0.016,0.031,0.982,0,
1309,3555,0.150,0.046,0.006,0.004,0.016,0.064,0.082,0.046,0.049,0.040,0.044,0.046,0.077,0.023,0.047,0.034,0.024,0.035,0.042,0.019,0.003,0.037,0.023,0.000,0.956,0,
1310,4756,0.132,0.029,0.082,0.003,0.028,0.007,0.074,0.027,0.029,0.019,0.004,0.009,0.080,0.064,0.028,0.030,0.031,0.047,0.019,0.024,0.039,0.021,0.040,0.037,0.904,0,
1311,6199,0.143,0.058,0.078,0.074,0.035,0.021,0.014,0.014,0.040,0.037,0.068,0.061,0.013,0.052,0.049,0.039,0.022,0.045,0.008,0.048,0.014,0.035,0.033,0.000,1.000,1,
1312,4135,0.134,0.009,0.080,0.031,0.029,0.045,0.021,0.003,0.068,0.021,0.005,0.030,0.074,0.031,0.031,0.038,0.023,0.028,0.025,0.044,0.010,0.009,0.030,0.012,0.830,0,
1313,4512,0.125,0.050,0.066,0.001,0.041,0.032,0.012,0.014,0.082,0.007,0.051,0.063,0.004,0.042,0.047,0.039,0.035,0.040,0.037,0.019,0.044,0.023,0.046,0.009,0.929,0,
1314,3221,0.130,0.020,0.076,0.062,0.077,0.039,0.050,0.066,0.035,0.001,0.062,0.029,0.073,0.016,0.040,0.031,0.050,0.049,0.024,0.009,0.010,0.029,0.021,0.000,1.000,1,
1315,3315,0.106,0.040,0.044,0.006,0.050,0.035,0.030,0.049,0.041,0.019,0.019,0.007,0.058,0.302,0.037,0.045,0.046,0.048,0.006,0.011,0.000,0.000,0.000,0.000,1.000,1,
1316,5357,0.139,0.083,0.015,0.063,0.036,0.063,0.019,0.076,0.018,0.004,0.002,0.022,0.079,0.027,0.022,0.033,0.020,0.020,0.040,0.048,0.033,0.013,0.044,0.013,0.931,0,
1317,3493,0.122,0.072,0.041,0.018,0.081,0.054,0.054,0.082,0.076,0.003,0.033,0.047,0.020,0.053,0.038,0.036,0.025,0.028,0.021,0.047,0.010,0.014,0.026,0.000,1.000,1,
1318,5008,0.145,0.030,0.036,0.012,0.083,0.060,0.001,0.033,0.067,0.053,0.047,0.069,0.014,0.022,0.049,0.043,0.050,0.050,0.012,0.030,0.021,0.048,0.017,0.009,1.000,0,
1319,4006,0.113,0.017,0.005,0.025,0.078,0.060,0.006,0.028,0.007,0.006,0.060,0.058,0.068,0.032,0.027,0.037,0.026,0.041,0.021,0.004,0.006,0.027,0.033,0.021,0.804,0,
1320,3626,0.136,0.082,0.063,0.045,0.078,0.039,0.037,0.067,0.051,0.013,0.004,0.003,0.026,0.160,0.043,0.049,0.034,0.021,0.003,0.006,0.019,0.010,0.001,0.010,1.000,0,
1321,5593,0.107,0.027,0.003,0.065,0.053,0.037,0.061,0.052,0.023,0.010,0.029,0.079,0.002,0.179,0.040,0.023,0.027,0.035,0.008,0.024,0.042,0.050,0.003,0.003,0.983,0,
1322,4425,0.102,0.025,0.007,0.081,0.017,0.041,0.069,0.009,0.011,0.070,0.027,0.012,0.023,0.085,0.035,0.028,0.023,0.022,0.023,0.023,0.047,0.013,0.042,0.018,0.852,0,
1323,3551,0.122,0.073,0.051,0.032,0.022,0.082,0.025,0.021,0.053,0.036,0.044,0.031,0.035,0.118,0.033,0.040,0.026,0.034,0.037,0.031,0.042,0.008,0.001,0.004,1.000,0,
1324,3425,0.127,0.042,0.048,0.005,0.048,0.057,0.022,0.082,0.019,0.043,0.078,0.066,0.011,0.047,0.039,0.044,0.027,0.025,0.018,0.048,0.014,0.043,0.043,0.000,0.997,0,
1325,3820,0.130,0.083,0.075,0.014,0.062,0.004,0.024,0.064,0.044,0.070,0.068,0.008,0.079,0.025,0.025,0.030,0.045,0.049,0.028,0.032,0.012,0.009,0.022,0.000,1.000,1,
1326,3918,0.144,0.029,0.062,0.070,0.003,0.080,0.030,0.049,0.076,0.063,0.076,0.015,0.043,0.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1327,3151,0.129,0.032,0.047,0.064,0.026,0.056,0.052,0.083,0.039,0.033,0.037,0.071,0.031,0.083,0.035,0.040,0.033,0.025,0.038,0.039,0.007,0.000,0.000,0.000,1.000,1,
1328,3312,0.136,0.065,0.007,0.057,0.003,0.011,0.068,0.057,0.061,0.074,0.002,0.066,0.051,0.081,0.028,0.048,0.039,0.038,0.037,0.034,0.032,0.004,0.000,0.000,1.000,1,
1329,4873,0.142,0.067,0.070,0.018,0.066,0.065,0.021,0.075,0.048,0.010,0.064,0.038,0.035,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1330,11372,0.143,0.007,0.078,0.064,0.067,0.077,0.009,0.039,0.045,0.018,0.028,0.066,0.009,0.064,0.043,0.032,0.031,0.024,0.034,0.043,0.017,0.015,0.033,0.013,1.000,0,
1331,3622,0.116,0.051,0.006,0.057,0.035,0.035,0.064,0.029,0.035,0.063,0.068,0.055,0.009,0.038,0.038,0.044,0.042,0.028,0.023,0.002,0.007,0.020,0.041,0.036,0.943,0,
1332,5742,0.113,0.058,0.034,0.010,0.046,0.028,0.052,0.050,0.054,0.050,0.076,0.054,0.036,0.016,0.050,0.033,0.023,0.026,0.029,0.005,0.001,0.037,0.003,0.038,0.922,0,
1333,6061,0.108,0.000,0.026,0.042,0.078,0.014,0.075,0.063,0.072,0.009,0.050,0.017,0.055,0.027,0.048,0.030,0.036,0.038,0.042,0.005,0.024,0.030,0.012,0.046,0.948,0,
1334,4024,0.140,0.002,0.034,0.018,0.070,0.022,0.046,0.068,0.072,0.060,0.049,0.025,0.066,0.058,0.038,0.043,0.020,0.046,0.034,0.039,0.042,0.000,0.000,0.000,0.991,0,
1335,3625,0.107,0.071,0.060,0.020,0.064,0.064,0.066,0.027,0.069,0.053,0.049,0.064,0.082,0.043,0.041,0.035,0.048,0.038,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1336,3485,0.111,0.053,0.050,0.027,0.042,0.048,0.000,0.056,0.020,0.055,0.039,0.073,0.035,0.059,0.036,0.024,0.030,0.041,0.008,0.033,0.033,0.034,0.020,0.049,0.977,0,
1337,3354,0.130,0.003,0.038,0.062,0.078,0.005,0.052,0.082,0.034,0.076,0.048,0.075,0.030,0.203,0.040,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1338,3927,0.111,0.026,0.017,0.046,0.068,0.075,0.044,0.052,0.073,0.027,0.003,0.034,0.057,0.048,0.026,0.021,0.036,0.043,0.034,0.013,0.038,0.020,0.049,0.031,0.995,0,
1339,4737,0.133,0.018,0.034,0.058,0.061,0.003,0.078,0.047,0.066,0.046,0.078,0.005,0.078,0.016,0.044,0.025,0.021,0.038,0.033,0.011,0.027,0.042,0.023,0.017,1.000,0,
1340,4011,0.140,0.080,0.043,0.064,0.050,0.042,0.080,0.053,0.013,0.053,0.021,0.037,0.060,0.063,0.047,0.046,0.028,0.023,0.045,0.012,0.000,0.000,0.000,0.000,1.000,1,
1341,6029,0.145,0.031,0.083,0.014,0.071,0.078,0.079,0.083,0.059,0.063,0.001,0.051,0.020,0.019,0.037,0.049,0.049,0.030,0.035,0.002,0.000,0.000,0.000,0.000,1.000,1,
1342,2734,0.147,0.039,0.068,0.050,0.011,0.030,0.043,0.013,0.000,0.023,0.049,0.061,0.041,0.045,0.028,0.049,0.029,0.045,0.048,0.017,0.010,0.016,0.022,0.029,0.911,0,
1343,2912,0.117,0.079,0.066,0.065,0.078,0.081,0.004,0.027,0.052,0.037,0.021,0.002,0.036,0.026,0.023,0.028,0.041,0.030,0.013,0.013,0.046,0.016,0.004,0.007,0.911,0,
1344,4899,0.119,0.013,0.045,0.043,0.064,0.042,0.040,0.012,0.062,0.048,0.053,0.012,0.018,0.064,0.048,0.047,0.028,0.031,0.003,0.048,0.014,0.033,0.020,0.047,0.953,0,
1345,3682,0.119,0.029,0.043,0.022,0.069,0.042,0.051,0.073,0.035,0.006,0.001,0.014,0.003,0.035,0.048,0.033,0.036,0.036,0.044,0.018,0.047,0.026,0.040,0.023,0.894,0,
1346,5495,0.142,0.059,0.061,0.055,0.054,0.026,0.071,0.012,0.061,0.023,0.034,0.004,0.073,0.174,0.029,0.046,0.047,0.028,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1347,4499,0.118,0.030,0.023,0.078,0.002,0.057,0.033,0.032,0.013,0.047,0.044,0.016,0.067,0.134,0.044,0.040,0.034,0.036,0.011,0.002,0.002,0.048,0.003,0.032,0.947,0,
1348,4075,0.124,0.002,0.034,0.076,0.054,0.002,0.082,0.071,0.038,0.041,0.054,0.027,0.042,0.073,0.032,0.041,0.041,0.022,0.044,0.026,0.037,0.008,0.029,0.000,1.000,1,
1349,4927,0.100,0.020,0.064,0.075,0.055,0.042,0.081,0.045,0.071,0.007,0.050,0.040,0.034,0.034,0.035,0.029,0.049,0.022,0.039,0.016,0.005,0.011,0.036,0.039,1.000,0,
1350,7419,0.134,0.079,0.013,0.072,0.042,0.039,0.013,0.002,0.011,0.048,0.046,0.079,0.056,0.014,0.037,0.046,0.026,0.026,0.039,0.026,0.020,0.024,0.011,0.036,0.940,0,
1351,3604,0.124,0.021,0.075,0.070,0.058,0.068,0.079,0.074,0.024,0.009,0.046,0.023,0.033,0.027,0.041,0.045,0.028,0.033,0.037,0.028,0.001,0.021,0.001,0.001,0.968,0,
1352,3959,0.122,0.014,0.065,0.038,0.069,0.070,0.018,0.001,0.042,0.039,0.059,0.046,0.035,0.007,0.034,0.046,0.022,0.022,0.030,0.030,0.001,0.047,0.034,0.020,0.912,0,
1353,3507,0.123,0.022,0.020,0.047,0.082,0.021,0.073,0.064,0.007,0.078,0.007,0.071,0.059,0.038,0.049,0.033,0.033,0.047,0.026,0.032,0.017,0.033,0.005,0.012,1.000,0,
1354,6019,0.101,0.067,0.002,0.005,0.054,0.057,0.074,0.013,0.009,0.072,0.082,0.071,0.025,0.081,0.029,0.023,0.033,0.028,0.028,0.011,0.041,0.037,0.042,0.015,1.000,0,
1355,6221,0.139,0.080,0.032,0.069,0.074,0.048,0.037,0.006,0.037,0.038,0.039,0.000,0.046,0.050,0.048,0.021,0.039,0.043,0.036,0.007,0.020,0.005,0.023,0.019,0.957,0,
1356,8661,0.112,0.069,0.049,0.069,0.036,0.006,0.034,0.017,0.039,0.001,0.061,0.044,0.015,0.030,0.036,0.035,0.022,0.028,0.007,0.030,0.023,0.023,0.015,0.006,0.807,0,
1357,4971,0.116,0.028,0.032,0.001,0.063,0.017,0.013,0.048,0.060,0.070,0.013,0.050,0.075,0.033,0.033,0.031,0.044,0.024,0.007,0.032,0.048,0.027,0.043,0.040,0.947,0,
1358,6469,0.135,0.005,0.025,0.075,0.015,0.043,0.039,0.018,0.007,0.070,0.065,0.070,0.010,0.009,0.029,0.027,0.029,0.030,0.010,0.023,0.031,0.002,0.044,0.015,0.827,0,
1359,9165,0.132,0.015,0.045,0.025,0.009,0.024,0.013,0.010,0.030,0.047,0.068,0.059,0.002,0.252,0.036,0.048,0.034,0.049,0.030,0.020,0.017,0.022,0.015,0.000,1.000,1,
1360,4407,0.114,0.045,0.053,0.078,0.042,0.031,0.051,0.068,0.064,0.045,0.007,0.072,0.067,0.080,0.027,0.043,0.028,0.035,0.009,0.015,0.027,0.000,0.000,0.000,1.000,1,
1361,6673,0.117,0.005,0.016,0.065,0.079,0.048,0.081,0.074,0.024,0.075,0.063,0.079,0.068,0.006,0.023,0.032,0.044,0.028,0.043,0.009,0.001,0.009,0.010,0.002,1.000,0,
1362,2811,0.123,0.035,0.038,0.060,0.039,0.071,0.040,0.046,0.025,0.060,0.035,0.072,0.074,0.088,0.046,0.043,0.025,0.023,0.023,0.034,0.000,0.000,0.000,0.000,0.999,0,
1363,6745,0.139,0.015,0.036,0.019,0.043,0.062,0.019,0.082,0.033,0.073,0.016,0.026,0.045,0.016,0.035,0.031,0.039,0.024,0.002,0.044,0.022,0.033,0.004,0.048,0.906,0,
1364,4233,0.102,0.069,0.042,0.007,0.036,0.057,0.029,0.055,0.056,0.038,0.074,0.040,0.049,0.027,0.028,0.042,0.020,0.020,0.047,0.033,0.015,0.012,0.010,0.048,0.955,0,
1365,4744,0.139,0.038,0.081,0.059,0.064,0.022,0.078,0.055,0.030,0.027,0.071,0.026,0.037,0.018,0.034,0.035,0.024,0.047,0.016,0.014,0.002,0.015,0.010,0.009,0.949,0,
1366,3801,0.117,0.020,0.039,0.055,0.061,0.008,0.038,0.024,0.031,0.065,0.007,0.082,0.059,0.096,0.049,0.037,0.023,0.026,0.015,0.012,0.032,0.015,0.013,0.046,0.969,0,
1367,5078,0.145,0.048,0.072,0.041,0.063,0.076,0.013,0.021,0.052,0.028,0.071,0.004,0.045,0.170,0.034,0.026,0.045,0.045,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1368,2999,0.146,0.046,0.043,0.065,0.031,0.009,0.023,0.024,0.061,0.033,0.011,0.031,0.064,0.011,0.040,0.046,0.027,0.022,0.012,0.031,0.017,0.022,0.040,0.047,0.902,0,
1369,3667,0.140,0.025,0.025,0.030,0.014,0.026,0.000,0.058,0.047,0.049,0.000,0.026,0.004,0.216,0.032,0.040,0.027,0.037,0.016,0.026,0.025,0.015,0.025,0.017,0.922,0,
1370,3396,0.124,0.008,0.079,0.058,0.005,0.035,0.021,0.032,0.024,0.006,0.037,0.045,0.064,0.235,0.043,0.031,0.036,0.025,0.021,0.030,0.021,0.021,0.000,0.000,1.000,1,
1371,3182,0.132,0.059,0.057,0.020,0.058,0.039,0.076,0.031,0.063,0.059,0.029,0.004,0.076,0.047,0.021,0.040,0.042,0.035,0.009,0.024,0.027,0.047,0.004,0.000,1.000,1,
1372,3517,0.120,0.043,0.065,0.048,0.058,0.011,0.029,0.026,0.031,0.044,0.005,0.022,0.082,0.076,0.049,0.031,0.022,0.023,0.037,0.009,0.019,0.005,0.028,0.036,0.918,0,
1373,2725,0.126,0.044,0.016,0.029,0.006,0.020,0.040,0.069,0.039,0.027,0.024,0.072,0.034,0.109,0.020,0.042,0.041,0.043,0.013,0.012,0.042,0.019,0.029,0.018,0.934,0,
1374,3462,0.117,0.068,0.047,0.046,0.003,0.050,0.043,0.034,0.043,0.022,0.054,0.017,0.008,0.021,0.036,0.024,0.032,0.023,0.015,0.022,0.010,0.019,0.042,0.033,0.828,0,
1375,3923,0.123,0.053,0.068,0.064,0.013,0.005,0.033,0.070,0.038,0.039,0.006,0.006,0.007,0.049,0.037,0.032,0.041,0.023,0.008,0.035,0.035,0.039,0.018,0.025,0.869,0,
1376,6321,0.109,0.055,0.019,0.030,0.037,0.038,0.037,0.031,0.003,0.033,0.019,0.030,0.062,0.087,0.029,0.049,0.039,0.040,0.018,0.014,0.037,0.014,0.043,0.024,0.898,0,
1377,4354,0.118,0.072,0.004,0.041,0.016,0.046,0.039,0.017,0.071,0.003,0.020,0.065,0.037,0.022,0.028,0.040,0.043,0.047,0.030,0.049,0.033,0.026,0.024,0.039,0.933,0,
1378,4544,0.102,0.065,0.083,0.063,0.039,0.005,0.009,0.050,0.078,0.057,0.083,0.042,0.033,0.203,0.043,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1379,3134,0.149,0.069,0.024,0.017,0.083,0.077,0.036,0.079,0.056,0.067,0.058,0.071,0.048,0.085,0.034,0.047,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1380,5027,0.144,0.034,0.004,0.040,0.003,0.039,0.009,0.024,0.081,0.026,0.015,0.005,0.076,0.112,0.031,0.037,0.027,0.034,0.021,0.039,0.020,0.004,0.004,0.039,0.867,0,
1381,2906,0.126,0.035,0.028,0.014,0.044,0.081,0.006,0.002,0.081,0.037,0.053,0.070,0.077,0.059,0.027,0.047,0.037,0.045,0.023,0.035,0.042,0.031,0.000,0.000,1.000,1,
1382,3493,0.127,0.027,0.068,0.003,0.025,0.062,0.021,0.054,0.020,0.035,0.013,0.019,0.048,0.081,0.027,0.033,0.021,0.025,0.021,0.035,0.005,0.031,0.027,0.017,0.845,0,
1383,3612,0.123,0.000,0.068,0.063,0.076,0.017,0.037,0.049,0.008,0.031,0.033,0.057,0.038,0.064,0.027,0.030,0.048,0.027,0.039,0.018,0.047,0.001,0.020,0.025,0.946,0,
1384,3218,0.126,0.075,0.040,0.067,0.027,0.063,0.076,0.073,0.030,0.081,0.066,0.064,0.074,0.053,0.031,0.048,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1385,3320,0.123,0.071,0.065,0.073,0.060,0.038,0.009,0.010,0.069,0.015,0.028,0.078,0.033,0.017,0.034,0.027,0.033,0.047,0.012,0.036,0.044,0.006,0.017,0.027,0.971,0,
